,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Check,Month,Year,Day_Perc_Change,Trend,Bollinger,std_dev,std_2,middle,upper,lower
92,92,HEROMOTOCO,EQ,2017-09-25,3791.15,3825.7,3825.7,3721.0,3745.0,3755.95,3748.32,275648,1033218231.05,28024,147686,53.58,ok,9,2017,-0.9284781662556308,Slight negative,3901.3928571428582,24.890158697791676,49.78031739558335,3901.3928571428582,3926.28301584065,3876.5026984450665
93,93,HEROMOTOCO,EQ,2017-09-26,3755.95,3801.0,3805.35,3742.15,3775.25,3787.75,3778.47,548321,2071811984.1,52440,330736,60.32,ok,9,2017,0.8466566381341689,Slight positive,3889.7571428571437,22.48599564176004,44.97199128352008,3889.7571428571437,3912.2431384989036,3867.2711472153837
94,94,HEROMOTOCO,EQ,2017-09-27,3787.75,3820.0,3824.9,3708.6,3725.25,3727.4,3772.38,266924,1006937797.3,33071,140144,52.5,ok,9,2017,-1.5932941720018468,Negative,3871.5071428571437,42.673894244623206,85.34778848924641,3871.5071428571437,3914.181037101767,3828.8332486125205
95,95,HEROMOTOCO,EQ,2017-09-28,3727.4,3749.0,3779.0,3674.5,3711.8,3740.05,3726.5,789127,2940683469.3,60009,492846,62.45,ok,9,2017,0.3393786553629985,Slight or No change,3856.0785714285726,8.944900782086924,17.889801564173847,3856.0785714285726,3865.0234722106593,3847.133670646486
96,96,HEROMOTOCO,EQ,2017-09-29,3740.05,3734.0,3819.35,3718.25,3782.1,3774.55,3784.05,547536,2071903833.35,44730,339361,61.98,ok,9,2017,0.9224475608614836,Slight positive,3843.939285714287,24.395183950962597,48.790367901925194,3843.939285714287,3868.33446966525,3819.5441017633243
97,97,HEROMOTOCO,EQ,2017-10-03,3774.55,3840.0,3845.0,3793.8,3806.25,3806.25,3811.64,294342,1121925305.45,26483,176376,59.92,ok,10,2017,0.8398352121444796,Slight positive,3835.8928571428582,22.41528496364048,44.83056992728096,3835.8928571428582,3858.3081421064985,3813.477572179218
98,98,HEROMOTOCO,EQ,2017-10-04,3806.25,3870.0,3870.0,3774.6,3792.0,3794.9,3821.46,388211,1483533201.8,39312,211329,54.44,ok,10,2017,-0.2981937602627216,Slight or No change,3828.8464285714294,8.025661966540786,16.051323933081573,3828.8464285714294,3836.87209053797,3820.820766604889
99,99,HEROMOTOCO,EQ,2017-10-05,3794.9,3796.0,3797.0,3750.0,3750.65,3755.45,3764.92,260215,979688387.85,20096,172996,66.48,ok,10,2017,-1.0395530844027556,Negative,3819.146428571429,27.895362517831476,55.79072503566295,3819.146428571429,3847.0417910892606,3791.2510660535977
100,100,HEROMOTOCO,EQ,2017-10-06,3755.45,3755.5,3777.0,3688.1,3714.0,3703.95,3720.54,373696,1390352114.35,20484,212329,56.82,ok,10,2017,-1.371340318736769,Negative,3806.0000000000005,36.41599923112489,72.83199846224979,3806.0000000000005,3842.415999231125,3769.5840007688757
101,101,HEROMOTOCO,EQ,2017-10-09,3703.95,3703.05,3715.0,3670.0,3675.95,3676.4,3691.14,423770,1564194886.35,33240,314093,74.12,ok,10,2017,-0.7438005372642609,Slight negative,3786.4642857142862,19.480791821727337,38.961583643454674,3786.4642857142862,3805.9450775360137,3766.9834938925587
102,102,HEROMOTOCO,EQ,2017-10-10,3676.4,3690.0,3720.8,3661.2,3692.0,3695.25,3701.5,367529,1360407881.6,36099,215326,58.59,ok,10,2017,0.5127298444130179,Slight positive,3768.678571428572,13.328962825423,26.657925650846,3768.678571428572,3782.007534253995,3755.349608603149
103,103,HEROMOTOCO,EQ,2017-10-11,3695.25,3701.1,3744.8,3677.6,3681.0,3689.55,3707.22,298989,1108417574.9,32331,151030,50.51,ok,10,2017,-0.1542520803734515,Slight or No change,3756.7857142857147,4.030508652946431,8.061017305892863,3756.7857142857147,3760.816222938661,3752.755205632768
104,104,HEROMOTOCO,EQ,2017-10-12,3689.55,3697.0,3760.65,3694.95,3750.0,3751.0,3730.97,343176,1280380040.05,36086,209389,61.02,ok,10,2017,1.6655147646732038,Positive,3746.4000000000005,43.45171170392846,86.90342340785692,3746.4000000000005,3789.851711703929,3702.948288296072
105,105,HEROMOTOCO,EQ,2017-10-13,3751.0,3757.0,3790.0,3743.2,3765.0,3763.85,3769.09,213882,806140475.2,29166,103632,48.45,ok,10,2017,0.3425753132497933,Slight or No change,3744.4500000000003,9.086322138311608,18.172644276623217,3744.4500000000003,3753.536322138312,3735.3636778616888
106,106,HEROMOTOCO,EQ,2017-10-16,3763.85,3797.7,3805.65,3766.8,3774.0,3776.65,3787.84,261710,991316678.05,35366,128779,49.21,ok,10,2017,0.34007731445195866,Slight or No change,3745.928571428572,9.050966799249181,18.101933598498363,3745.928571428572,3754.979538227821,3736.877604629323
107,107,HEROMOTOCO,EQ,2017-10-17,3776.65,3785.0,3828.5,3758.8,3800.0,3789.05,3803.83,447594,1702570697.6,28069,177371,39.63,ok,10,2017,0.3283333112679143,Slight or No change,3746.021428571429,8.76812408677288,17.53624817354576,3746.021428571429,3754.789552658202,3737.2533044846564
108,108,HEROMOTOCO,EQ,2017-10-18,3789.05,3813.9,3813.9,3725.0,3748.0,3753.0,3765.85,236096,889103263.8,26811,69475,29.43,ok,10,2017,-0.9514258191367309,Slight negative,3747.850000000001,25.491199461796626,50.98239892359325,3747.850000000001,3773.3411994617973,3722.3588005382044
109,109,HEROMOTOCO,EQ,2017-10-19,3753.0,3750.0,3759.4,3720.0,3729.9,3735.6,3738.56,24217,90536760.9,2498,6959,28.74,ok,10,2017,-0.4636290967226286,Slight or No change,3747.5321428571433,12.303657992694895,24.60731598538979,3747.5321428571433,3759.835800849838,3735.2284848644485
110,110,HEROMOTOCO,EQ,2017-10-23,3735.6,3792.95,3814.0,3770.0,3792.75,3791.25,3792.11,510178,1934650159.55,51180,297537,58.32,ok,10,2017,1.4897205268230131,Positive,3748.725,39.35049237304562,78.70098474609124,3748.725,3788.0754923730456,3709.3745076269543
111,111,HEROMOTOCO,EQ,2017-10-24,3791.25,3792.0,3807.2,3742.2,3756.0,3755.4,3774.77,138844,524103529.0,19209,81623,58.79,ok,10,2017,-0.9455984174084996,Slight negative,3745.092857142857,25.34977810555862,50.69955621111724,3745.092857142857,3770.4426352484156,3719.7430790372987
112,112,HEROMOTOCO,EQ,2017-10-25,3755.4,3784.9,3784.9,3717.0,3769.15,3769.65,3751.32,464158,1741205098.25,35511,260773,56.18,ok,10,2017,0.37945358683495467,Slight or No change,3743.289285714286,10.0762716319637,20.1525432639274,3743.289285714286,3753.3655573462497,3733.2130140823224
113,113,HEROMOTOCO,EQ,2017-10-26,3769.65,3765.7,3787.9,3730.25,3745.4,3750.85,3767.1,357840,1348018038.8,33832,183528,51.29,ok,10,2017,-0.4987200403220538,Slight or No change,3742.9607142857144,13.293607486349602,26.587214972699204,3742.9607142857144,3756.254321772064,3729.667106799365
114,114,HEROMOTOCO,EQ,2017-10-27,3750.85,3764.0,3815.0,3750.6,3789.9,3786.65,3790.92,328558,1245536041.95,34321,188615,57.41,ok,10,2017,0.9544503245930924,Slight positive,3748.8678571428577,25.31442276649987,50.62884553299974,3748.8678571428577,3774.1822799093575,3723.553434376358
115,115,HEROMOTOCO,EQ,2017-10-30,3786.65,3813.95,3841.5,3801.65,3833.0,3833.0,3829.85,244919,938004190.55,20682,170174,69.48,ok,10,2017,1.2240370776279708,Positive,3760.053571428572,32.77439930800919,65.54879861601837,3760.053571428572,3792.8279707365814,3727.2791721205626
116,116,HEROMOTOCO,EQ,2017-10-31,3833.0,3857.0,3870.05,3821.7,3853.75,3849.9,3851.31,307237,1183266037.0,32236,162910,53.02,ok,10,2017,0.4409079050352149,Slight or No change,3771.100000000001,11.950104602079332,23.900209204158664,3771.100000000001,3783.05010460208,3759.1498953979217
117,117,HEROMOTOCO,EQ,2017-11-01,3849.9,3875.0,3882.9,3803.8,3824.8,3819.35,3854.1,338059,1302912616.45,21350,155254,45.93,ok,11,2017,-0.7935271046001224,Slight negative,3780.371428571429,21.602112165264813,43.20422433052963,3780.371428571429,3801.973540736694,3758.7693164061643
118,118,HEROMOTOCO,EQ,2017-11-02,3819.35,3763.3,3804.7,3713.0,3721.05,3735.85,3764.64,518139,1950608537.2,37224,261133,50.4,ok,11,2017,-2.1862358778326207,Negative,3779.289285714286,59.04341622908552,118.08683245817105,3779.289285714286,3838.3327019433714,3720.2458694852007
119,119,HEROMOTOCO,EQ,2017-11-03,3735.85,3739.9,3742.95,3675.3,3686.0,3689.05,3701.96,364403,1349006180.45,34392,167422,45.94,ok,11,2017,-1.2527269563820775,Negative,3773.946428571429,33.092597359554446,66.18519471910889,3773.946428571429,3807.0390259309834,3740.8538312118744
120,120,HEROMOTOCO,EQ,2017-11-06,3689.05,3675.5,3715.0,3661.85,3683.25,3688.85,3695.98,290004,1071848749.3,38481,186649,64.36,ok,11,2017,-0.005421449966802605,Slight or No change,3767.675,0.1414213624320009,0.2828427248640018,3767.675,3767.8164213624323,3767.533578637568
121,121,HEROMOTOCO,EQ,2017-11-07,3688.85,3695.25,3729.1,3675.0,3678.05,3681.5,3696.46,303030,1120137512.85,29910,164011,54.12,ok,11,2017,-0.1992490884692999,Slight or No change,3759.9928571428572,5.1972348418916,10.3944696837832,3759.9928571428572,3765.190091984749,3754.7956223009655
122,122,HEROMOTOCO,EQ,2017-11-08,3681.5,3698.0,3718.65,3610.5,3625.5,3622.55,3652.58,367993,1344124398.65,27502,188855,51.32,ok,11,2017,-1.6012494906967212,Negative,3750.675,41.683944750971186,83.36788950194237,3750.675,3792.358944750971,3708.991055249029
123,123,HEROMOTOCO,EQ,2017-11-09,3622.55,3628.0,3659.9,3590.0,3601.0,3597.75,3615.33,241249,872194707.2,16213,93833,38.89,ok,11,2017,-0.6846006266304161,Slight negative,3740.8285714285716,17.536248173490872,35.072496346981744,3740.8285714285716,3758.3648196020627,3723.2923232550806
124,124,HEROMOTOCO,EQ,2017-11-10,3597.75,3605.0,3635.0,3560.75,3631.95,3605.1,3592.21,307029,1102911730.05,25062,176998,57.65,ok,11,2017,0.20429435063580306,Slight or No change,3727.5321428571433,5.197234841941665,10.39446968388333,3727.5321428571433,3732.729377699085,3722.3349080152016
125,125,HEROMOTOCO,EQ,2017-11-13,3605.1,3639.0,3639.0,3569.0,3581.0,3579.9,3587.42,230714,827669116.7,24905,133549,57.89,ok,11,2017,-0.6990097362070347,Slight negative,3714.996428571429,17.819090885966464,35.63818177193293,3714.996428571429,3732.8155194573956,3697.1773376854626
126,126,HEROMOTOCO,EQ,2017-11-14,3579.9,3579.9,3662.4,3579.9,3655.0,3655.2,3638.82,430968,1568214879.2,54148,244232,56.67,ok,11,2017,2.1034107097963606,Positive,3706.8214285714284,53.24514062336804,106.49028124673607,3706.8214285714284,3760.0665691947966,3653.5762879480603
127,127,HEROMOTOCO,EQ,2017-11-15,3655.2,3650.5,3709.4,3640.0,3672.45,3671.8,3679.12,413595,1521667313.0,33362,254781,61.6,ok,11,2017,0.4541475158678088,Slight or No change,3701.175,11.737972567783343,23.475945135566686,3701.175,3712.9129725677835,3689.437027432217
128,128,HEROMOTOCO,EQ,2017-11-16,3671.8,3672.0,3688.95,3625.25,3662.0,3657.0,3665.26,252451,925297477.5,29646,128716,50.99,ok,11,2017,-0.4030720627485218,Slight or No change,3691.914285714286,10.46518036165774,20.93036072331548,3691.914285714286,3702.3794660759436,3681.4491053526285
129,129,HEROMOTOCO,EQ,2017-11-17,3657.0,3693.6,3697.0,3622.5,3628.0,3631.15,3652.18,338039,1234580740.05,30728,221161,65.42,ok,11,2017,-0.7068635493573949,Slight negative,3677.496428571429,18.27871029372933,36.55742058745866,3677.496428571429,3695.7751388651586,3659.2177182776995
130,130,HEROMOTOCO,EQ,2017-11-20,3631.15,3632.4,3689.0,3618.0,3661.45,3658.6,3653.99,350045,1279060678.6,45497,248281,70.93,ok,11,2017,0.7559588560098085,Slight positive,3663.832142857143,19.410081143624364,38.82016228724873,3663.832142857143,3683.2422240007672,3644.422061713519
131,131,HEROMOTOCO,EQ,2017-11-21,3658.6,3665.1,3690.5,3664.9,3679.0,3678.75,3680.65,202939,746947330.4,20030,130539,64.32,ok,11,2017,0.5507571202099104,Slight positive,3653.789285714286,14.248201640979579,28.496403281959157,3653.789285714286,3668.0374873552655,3639.5410840733066
132,132,HEROMOTOCO,EQ,2017-11-22,3678.75,3685.1,3710.0,3645.2,3661.8,3661.3,3676.33,293485,1078947106.25,51637,212294,72.34,ok,11,2017,-0.4743459055385646,Slight or No change,3648.4642857142862,12.339013331786305,24.67802666357261,3648.4642857142862,3660.8032990460724,3636.1252723825
133,133,HEROMOTOCO,EQ,2017-11-23,3661.3,3685.0,3698.35,3645.5,3680.0,3677.35,3680.22,219012,806012735.5,15146,127253,58.1,ok,11,2017,0.43836888536856733,Slight or No change,3647.628571428572,11.34906383813231,22.69812767626462,3647.628571428572,3658.977635266704,3636.2795075904396
134,134,HEROMOTOCO,EQ,2017-11-24,3677.35,3689.4,3690.15,3650.0,3656.5,3653.25,3676.01,388730,1428976277.35,23031,315236,81.09,ok,11,2017,-0.6553632371136819,Slight negative,3645.0857142857144,17.041273426655255,34.08254685331051,3645.0857142857144,3662.1269877123696,3628.0444408590593
135,135,HEROMOTOCO,EQ,2017-11-27,3653.25,3651.15,3670.0,3631.05,3662.9,3663.0,3646.75,172252,628159625.8,20362,79678,46.26,ok,11,2017,0.2668856497639149,Slight or No change,3643.764285714286,6.894291116719524,13.788582233439048,3643.764285714286,3650.6585768310056,3636.8699945975663
136,136,HEROMOTOCO,EQ,2017-11-28,3663.0,3680.0,3680.0,3655.1,3675.0,3673.6,3668.27,155386,569998518.05,22595,85673,55.14,ok,11,2017,0.28938028938028104,Slight or No change,3647.410714285714,7.495331880711312,14.990663761422624,3647.410714285714,3654.9060461664253,3639.915382405003
137,137,HEROMOTOCO,EQ,2017-11-29,3673.6,3683.0,3695.0,3649.0,3650.0,3656.3,3668.14,172201,631657134.65,18545,97563,56.66,ok,11,2017,-0.4709277003484225,Slight or No change,3651.592857142857,12.232947314610412,24.465894629220823,3651.592857142857,3663.8258044574677,3639.3599098282466
138,138,HEROMOTOCO,EQ,2017-11-30,3656.3,3649.0,3678.0,3621.0,3645.0,3633.65,3643.51,456685,1663935767.5,37575,288256,63.12,ok,11,2017,-0.6194787079834785,Slight negative,3653.632142857143,16.015968593944688,32.031937187889376,3653.632142857143,3669.648111451088,3637.6161742631984
139,139,HEROMOTOCO,EQ,2017-12-01,3633.65,3642.0,3680.0,3547.5,3550.0,3604.05,3637.19,222230,808292895.0,20886,129837,58.42,ok,12,2017,-0.8146079011462248,Slight negative,3655.3571428571436,20.930360723179895,41.86072144635979,3655.3571428571436,3676.2875035803236,3634.4267821339636
140,140,HEROMOTOCO,EQ,2017-12-04,3604.05,3635.0,3635.0,3593.8,3604.35,3601.4,3610.18,131129,473399348.6,18423,66720,50.88,ok,12,2017,-0.07352839167048543,Slight or No change,3651.5142857142864,1.8738329708291919,3.7476659416583837,3651.5142857142864,3653.3881186851154,3649.6404527434574
141,141,HEROMOTOCO,EQ,2017-12-05,3601.4,3597.0,3597.0,3513.05,3522.15,3520.55,3533.13,242868,858084783.85,25576,113769,46.84,ok,12,2017,-2.2449602932193,Negative,3640.7107142857153,57.169583258957736,114.33916651791547,3640.7107142857153,3697.880297544673,3583.5411310267577
142,142,HEROMOTOCO,EQ,2017-12-06,3520.55,3516.0,3518.1,3473.35,3511.9,3505.6,3497.37,291780,1020461875.55,33165,148376,50.85,ok,12,2017,-0.4246495575975451,Slight or No change,3629.896428571429,10.571246378893115,21.14249275778623,3629.896428571429,3640.4676749503224,3619.325182192536
143,143,HEROMOTOCO,EQ,2017-12-07,3505.6,3520.0,3568.0,3517.95,3551.15,3551.1,3547.71,301458,1069484071.95,48418,163774,54.33,ok,12,2017,1.2979233226837028,Positive,3624.178571428572,32.17335854403691,64.34671708807382,3624.178571428572,3656.351929972609,3592.005212884535
144,144,HEROMOTOCO,EQ,2017-12-08,3551.1,3530.0,3567.0,3506.05,3522.0,3519.55,3530.45,177525,626742390.0,21889,77524,43.67,ok,12,2017,-0.8884570978006767,Slight negative,3614.2464285714295,22.3092189465044,44.6184378930088,3614.2464285714295,3636.5556475179337,3591.9372096249253
145,145,HEROMOTOCO,EQ,2017-12-11,3519.55,3544.0,3544.0,3500.3,3517.0,3514.85,3515.1,226419,795886143.65,24447,158087,69.82,ok,12,2017,-0.13353979912205105,Slight or No change,3602.5392857142865,3.323401872067566,6.646803744135132,3602.5392857142865,3605.8626875863542,3599.215883842219
146,146,HEROMOTOCO,EQ,2017-12-12,3514.85,3517.0,3524.0,3432.75,3437.0,3441.7,3470.3,427882,1484877988.2,31924,283487,66.25,ok,12,2017,-2.0811698934520733,Negative,3586.8535714285717,51.72486104383062,103.44972208766124,3586.8535714285717,3638.5784324724023,3535.128710384741
147,147,HEROMOTOCO,EQ,2017-12-13,3441.7,3435.0,3490.3,3410.0,3427.0,3419.45,3451.25,348709,1203481111.9,46943,191482,54.91,ok,12,2017,-0.646482842781182,Slight negative,3568.432142857143,15.73312588152893,31.46625176305786,3568.432142857143,3584.165268738672,3552.699016975614
148,148,HEROMOTOCO,EQ,2017-12-14,3419.45,3452.0,3471.4,3416.2,3454.05,3460.55,3438.46,314655,1081929512.45,26753,213308,67.79,ok,12,2017,1.2019476816447217,Positive,3554.6678571428574,29.062088706834725,58.12417741366945,3554.6678571428574,3583.7299458496923,3525.6057684360226
149,149,HEROMOTOCO,EQ,2017-12-15,3460.55,3470.0,3511.95,3465.1,3498.0,3503.0,3494.93,372029,1300214225.05,29493,247265,66.46,ok,12,2017,1.2266836196558328,Positive,3543.2392857142863,30.016682861425807,60.03336572285161,3543.2392857142863,3573.2559685757124,3513.2226028528603
150,150,HEROMOTOCO,EQ,2017-12-18,3503.0,3487.0,3553.65,3430.65,3540.0,3535.35,3523.85,412556,1453786979.0,31310,248953,60.34,ok,12,2017,0.9234941478732496,Slight positive,3533.3642857142863,22.874904371451727,45.749808742903454,3533.3642857142863,3556.239190085738,3510.489381342835
151,151,HEROMOTOCO,EQ,2017-12-19,3535.35,3560.0,3710.65,3540.0,3704.7,3701.0,3642.35,876214,3191476802.25,54833,541355,61.78,ok,12,2017,4.685533256961838,Among top gainers,3536.557142857143,117.13223830355975,234.2644766071195,3536.557142857143,3653.689381160703,3419.424904553583
152,152,HEROMOTOCO,EQ,2017-12-20,3701.0,3733.4,3793.9,3696.05,3747.3,3749.2,3764.07,664592,2501569163.85,44663,342726,51.57,ok,12,2017,1.3023507160226933,Positive,3544.8107142857143,34.08254685320139,68.16509370640279,3544.8107142857143,3578.8932611389155,3510.728167432513
153,153,HEROMOTOCO,EQ,2017-12-21,3749.2,3784.5,3822.25,3771.35,3794.0,3805.95,3797.91,612505,2326240819.65,48075,394715,64.44,ok,12,2017,1.5136562466659509,Positive,3559.232142857142,40.12830983233728,80.25661966467456,3559.232142857142,3599.3604526894796,3519.1038330248048
154,154,HEROMOTOCO,EQ,2017-12-22,3805.95,3814.0,3829.0,3774.0,3790.85,3792.8,3800.32,438144,1665085888.9,34403,228358,52.12,ok,12,2017,-0.3455116331007924,Slight or No change,3572.903571428571,9.298454172588835,18.59690834517767,3572.903571428571,3582.2020256011597,3563.6051172559823
155,155,HEROMOTOCO,EQ,2017-12-26,3792.8,3792.8,3848.8,3747.2,3808.0,3813.8,3789.77,320480,1214546947.5,19644,130523,40.73,ok,12,2017,0.5536806580890064,Slight positive,3593.8499999999995,14.849242404906803,29.698484809813607,3593.8499999999995,3608.6992424049063,3579.0007575950926
156,156,HEROMOTOCO,EQ,2017-12-27,3813.8,3813.0,3834.4,3757.05,3778.35,3786.65,3793.96,189623,719422360.25,13920,83568,44.07,ok,12,2017,-0.7118884052650931,Slight negative,3613.9249999999997,19.19794910920754,38.39589821841508,3613.9249999999997,3633.122949109207,3594.7270508907923
157,157,HEROMOTOCO,EQ,2017-12-28,3786.65,3762.1,3783.5,3702.3,3725.05,3716.65,3736.55,605738,2263370500.7,28403,422679,69.78,ok,12,2017,-1.8485996857380504,Negative,3625.75,49.49747468306107,98.99494936612214,3625.75,3675.2474746830612,3576.2525253169388
158,158,HEROMOTOCO,EQ,2017-12-29,3716.65,3730.0,3809.85,3720.05,3807.0,3785.15,3763.97,274559,1033432806.1,19756,143705,52.34,ok,12,2017,1.8430575921865036,Positive,3644.7214285714285,48.43681451128141,96.87362902256282,3644.7214285714285,3693.1582430827098,3596.2846140601473
159,159,HEROMOTOCO,EQ,2018-01-01,3785.15,3810.0,3810.0,3740.0,3756.0,3749.1,3757.3,201102,755599895.35,8712,105027,52.23,ok,1,2018,-0.9524061133640682,Slight negative,3661.453571428571,25.491199461776926,50.98239892355385,3661.453571428571,3686.944770890348,3635.9623719667943
160,160,HEROMOTOCO,EQ,2018-01-02,3749.1,3781.0,3784.35,3719.25,3740.05,3743.85,3750.07,258156,968103397.95,18744,98531,38.17,ok,1,2018,-0.14003360806593698,Slight or No change,3683.035714285714,3.7123106012743308,7.4246212025486615,3683.035714285714,3686.7480248869883,3679.32340368444
161,161,HEROMOTOCO,EQ,2018-01-03,3743.85,3728.0,3764.4,3728.0,3755.2,3755.2,3751.69,274963,1031575872.35,24358,165309,60.12,ok,1,2018,0.30316385538951,Slight or No change,3707.0178571428573,8.025661966485712,16.051323932971425,3707.0178571428573,3715.043519109343,3698.9921951763718
162,162,HEROMOTOCO,EQ,2018-01-04,3755.2,3755.0,3759.95,3721.55,3747.8,3738.9,3730.95,196775,734158040.25,35468,134969,68.59,ok,1,2018,-0.4340647635278971,Slight or No change,3726.9,11.52584053335495,23.0516810667099,3726.9,3738.425840533355,3715.3741594666453
163,163,HEROMOTOCO,EQ,2018-01-05,3738.9,3758.7,3758.7,3726.2,3752.0,3744.65,3740.2,234199,875951800.55,22721,154494,65.97,ok,1,2018,0.15378854743373085,Slight or No change,3744.160714285714,4.065863991873253,8.131727983746506,3744.160714285714,3748.2265782775876,3740.094850293841
164,164,HEROMOTOCO,EQ,2018-01-08,3744.65,3773.0,3792.0,3745.3,3784.75,3786.75,3779.14,249549,943080485.1,29001,150130,60.16,ok,1,2018,1.1242706260932156,Positive,3762.1178571428572,29.769195487955564,59.53839097591113,3762.1178571428572,3791.887052630813,3732.3486616549017
165,165,HEROMOTOCO,EQ,2018-01-09,3786.75,3800.0,3804.8,3742.65,3743.6,3749.45,3767.2,290158,1093084556.55,19859,198904,68.55,ok,1,2018,-0.9850135340331412,Slight negative,3765.578571428571,26.375082938260025,52.75016587652005,3765.578571428571,3791.9536543668314,3739.203488490311
166,166,HEROMOTOCO,EQ,2018-01-10,3749.45,3740.0,3752.55,3725.0,3745.0,3736.9,3740.24,250123,935519494.45,17660,179421,71.73,ok,1,2018,-0.3347157583112104,Slight or No change,3764.7000000000003,8.874190103914476,17.74838020782895,3764.7000000000003,3773.5741901039146,3755.825809896086
167,167,HEROMOTOCO,EQ,2018-01-11,3736.9,3740.7,3743.2,3700.2,3715.4,3705.65,3713.24,366135,1359546221.55,26481,291103,79.51,ok,1,2018,-0.8362546495758516,Slight negative,3757.5357142857147,22.097086912095584,44.19417382419117,3757.5357142857147,3779.6328011978103,3735.438627373619
168,168,HEROMOTOCO,EQ,2018-01-12,3705.65,3726.9,3726.9,3650.6,3679.1,3687.35,3696.06,363795,1344608082.2,22464,257506,70.78,ok,1,2018,-0.4938404868241819,Slight or No change,3750.003571428572,12.940054095752542,25.880108191505084,3750.003571428572,3762.9436255243245,3737.063517332819
169,169,HEROMOTOCO,EQ,2018-01-15,3687.35,3687.7,3700.0,3613.65,3620.05,3628.8,3648.81,229198,836300628.85,31005,125521,54.77,ok,1,2018,-1.5878612011336002,Negative,3736.789285714286,41.40110203849035,82.8022040769807,3736.789285714286,3778.1903877527766,3695.3881836757955
170,170,HEROMOTOCO,EQ,2018-01-16,3628.8,3637.7,3664.0,3578.15,3587.7,3586.1,3619.1,271813,983718991.4,32577,142570,52.45,ok,1,2018,-1.1766975308642014,Negative,3722.464285714286,30.193459556702145,60.38691911340429,3722.464285714286,3752.657745270988,3692.2708261575835
171,171,HEROMOTOCO,EQ,2018-01-17,3586.1,3586.0,3590.15,3526.3,3580.3,3566.85,3548.03,501484,1779280467.65,70955,326766,65.16,ok,1,2018,-0.5367948467694728,Slight negative,3711.7642857142855,13.61180553793569,27.22361107587138,3711.7642857142855,3725.376091252221,3698.15248017635
172,172,HEROMOTOCO,EQ,2018-01-18,3566.85,3586.0,3643.0,3576.05,3591.1,3593.35,3611.41,345926,1249281635.8,31440,195606,56.55,ok,1,2018,0.7429524650601982,Slight positive,3698.0642857142852,18.738329701511034,37.47665940302207,3698.0642857142852,3716.8026154157965,3679.325956012774
173,173,HEROMOTOCO,EQ,2018-01-19,3593.35,3558.0,3620.0,3552.3,3593.25,3589.75,3572.4,295410,1055322380.35,27966,189957,64.3,ok,1,2018,-0.10018506407669657,Slight or No change,3686.6821428571425,2.545584412738901,5.091168825477802,3686.6821428571425,3689.2277272698816,3684.1365584444034
174,174,HEROMOTOCO,EQ,2018-01-22,3589.75,3592.75,3621.9,3589.1,3609.1,3602.95,3608.67,320126,1155229192.1,41272,208905,65.26,ok,1,2018,0.3677136290828109,Slight or No change,3676.617857142857,9.333809511786846,18.667619023573693,3676.617857142857,3685.9516666546438,3667.28404763107
175,175,HEROMOTOCO,EQ,2018-01-23,3602.95,3634.0,3635.0,3608.25,3628.0,3630.0,3624.7,285236,1033893705.3,39821,183679,64.4,ok,1,2018,0.7507736715746782,Slight positive,3667.6749999999997,19.127238431150317,38.254476862300635,3667.6749999999997,3686.80223843115,3648.5477615688496
176,176,HEROMOTOCO,EQ,2018-01-24,3630.0,3629.7,3650.0,3600.0,3645.5,3645.5,3628.56,312383,1133501299.4,28674,225436,72.17,ok,1,2018,0.4269972451790727,Slight or No change,3661.003571428571,10.960155108472623,21.920310216945246,3661.003571428571,3671.9637265370434,3650.0434163200985
177,177,HEROMOTOCO,EQ,2018-01-25,3645.5,3659.9,3659.9,3561.0,3586.5,3571.2,3587.46,487836,1750090436.35,31439,304225,62.36,ok,1,2018,-2.0381292003840423,Negative,3648.614285714285,52.538033842180845,105.07606768436169,3648.614285714285,3701.152319556466,3596.076251872104
178,178,HEROMOTOCO,EQ,2018-01-29,3571.2,3584.7,3658.25,3574.55,3650.0,3641.75,3605.97,403110,1453602494.65,45295,291004,72.19,ok,1,2018,1.9755264336917653,Positive,3638.2571428571423,49.886383412732606,99.77276682546521,3638.2571428571423,3688.143526269875,3588.3707594444095
179,179,HEROMOTOCO,EQ,2018-01-30,3641.75,3657.4,3696.0,3649.9,3682.6,3687.85,3677.32,540432,1987339259.85,45332,392669,72.66,ok,1,2018,1.2658749227706378,Positive,3633.857142857142,32.597622612720954,65.19524522544191,3633.857142857142,3666.454765469863,3601.2595202444213
180,180,HEROMOTOCO,EQ,2018-01-31,3687.85,3703.0,3747.9,3682.0,3692.15,3691.45,3709.83,558327,2071295477.4,38162,347227,62.19,ok,1,2018,0.0976178532207106,Slight or No change,3630.6107142857136,2.5455844124894282,5.0911688249788565,3630.6107142857136,3633.156298698203,3628.065129873224
181,181,HEROMOTOCO,EQ,2018-02-01,3691.45,3695.15,3744.0,3692.5,3729.65,3732.95,3725.56,346581,1291207555.75,35130,176084,50.81,ok,2,2018,1.1242194801500682,Positive,3632.560714285713,29.34493141925626,58.68986283851252,3632.560714285713,3661.905645704969,3603.2157828664567
